category,maker,year,registrations
3W,SINGH AUTOMOBILES,2019,0
3W,SINGHAL ENTERPRISES,2019,97
3W,SIRF INDIA VEHICLES PVT LTD,2019,45
3W,SITYOG ENGINEERING PVT LTD,2019,0
LMV,SIVA ENGINEERING WORKS,2019,0
LMV,SIVASAKTHI ENGINEERING WORKS,2019,0
3W,SIWACH STEEL PVT LTD,2019,188
3W,SIX SENSES AUTOMOTIVE PVT LTD,2019,63
3W,SKS AUTOMOBILES (I) PVT LTD,2019,0
3W,SKS TRADE INDIA PVT LTD,2019,1354
LMV,SKS TRADE INDIA PVT LTD,2019,3
3W,SKYRIDE AUTOMOTIVE,2019,447
3W,SKYY RIDER ELECTRIC PRIVATE LIMITED,2019,0
2W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),2019,0
3W,SMART ELECTRO MOTORS,2019,25
3W,SMARTOMATIC VEHICLES PRIVATE LIMITED,2019,0
3W,SMITH MOTORS PVT LTD,2019,0
3W,SML ISUZU LTD,2019,0
LMV,SML ISUZU LTD,2019,0
MMV,SML ISUZU LTD,2019,0
3W,SN SOLAR ENERGY,2019,121
2W,SOKUDO ELECTRIC INDIA PVT LTD,2019,0
3W,SONI E VEHICLE PVT LTD,2019,320
LMV,SONI E VEHICLE PVT LTD,2019,0
3W,SONI E VEHICLES PVT LTD,2019,0
3W,SPEED AUTO TECH,2019,0
3W,SPEEDWAYS ELECTRIC,2019,19
3W,SPEEDWAYS ELECTRIC PVT LTD,2019,0
3W,SPEEGO VEHICLES CO PVT LTD,2019,913
3W,SPEEGO VEHICLES PVT. LTD,2019,0
3W,SRD RENEWABLES,2019,162
LMV,SRI RAMA TRAILERS,2019,0
3W,SRI SAI MARKETING,2019,0
2W,SRIVARU MOTORS PVT LTD,2019,0
3W,SSB INDISTRIES,2019,391
3W,SSEV ENTERPRISES PRIVATE LIMITED,2019,0
3W,SSV TECHNOLOGIES,2019,0
3W,STANDARD CORPORATION INDIA LTD,2019,0
3W,STAR BULL E MOTORS,2019,361
3W,STAR IGLOBAL AUTOMOTIVE PVT LTD,2019,0
3W,STAR INDUSTRIES,2019,0
3W,SUCCESSPATH MARKETING PVT LTD,2019,0
3W,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,2019,0
3W,SUGANJI RARA ELECTRIC VEHICLE PVT LTD,2019,0
2W,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),2019,0
3W,SUMFONL AUTO TRADERS PVT LTD,2019,345
3W,SUN AUTO,2019,0
3W,SUN INDUSTRIES,2019,0
3W,SUN MOTORS,2019,0
3W,SUN MOTORS PVT LTD,2019,0
3W,SUN SHINE ENGINEERING WORKS,2019,0
3W,SUNANDA GREENTECH PVT LTD,2019,0
3W,SUNARIYA MOTORS PVT LTD,2019,0
3W,SUNKU AUTO LTD,2019,0
3W,SUNLECTRA AUTO,2019,0
3W,SUNSHINE TECHNOLOGIES,2019,17
3W,SUNULTRA POWER SOLUTIONS PVT LTD,2019,0
3W,SUPER METRO INDUSTRIES,2019,0
3W,SUPER POWER MOTORS,2019,0
2W,SUPERECO AUTOMOTIVE CO,2019,0
3W,SUPERECO AUTOMOTIVE CO,2019,444
3W,SUPERECO AUTOMOTIVE CO LLP,2019,0
3W,SUPERTECH EV LIMITED,2019,82
LMV,SUPERTECH EV LIMITED,2019,0
3W,SUPREME SALES AGENCY,2019,0
3W,SUPREME SMART POWER PVT LTD,2019,0
3W,SUPROVA ENTERPRISE,2019,0
3W,SURYA INTERNATIONAL,2019,0
LMV,SURYA TRAILORS AND TANKERS,2019,0
2W,SUZUKI MOTORCYCLE INDIA PVT LTD,2019,1
3W,SUZUKI MOTORCYCLE INDIA PVT LTD,2019,0
3W,SVS ENTERPRISES,2019,0
3W,SWADESHI INDUSTRIES,2019,18
3W,SWARNCHAKRA AUTOMOBILES PVT LTD,2019,0
3W,SWASTIK,2019,27
LMV,SWITCH MOBILITY AUTOMOTIVE LTD,2019,0
3W,SYNDICATE AUTO COMPONENTS,2019,11
3W,T U K INDUSTRIES,2019,145
3W,TAFE LIMITED,2019,0
LMV,TAFE LIMITED,2019,0
3W,TAMILNADU MOPEDS LTD,2019,0
3W,TAO POWER PRIVATE LIMITED,2019,0
3W,TARA MAA MACHINERY,2019,0
2W,TATA MOTORS LTD,2019,0
3W,TATA MOTORS LTD,2019,0
LMV,TATA MOTORS LTD,2019,419
MMV,TATA MOTORS LTD,2019,119
LMV,TATA MOTORS PASSENGER VEHICLES LTD,2019,0
LMV,TATA PASSENGER ELECTRIC MOBILITY LTD,2019,0
3W,TAURUS ELECTRIC VEHICLES,2019,35
3W,TEJASGREEN AUTOMOTIVE PVT LTD,2019,141
LMV,TELSA INC,2019,0
3W,TEREX CORPORATION,2019,0
3W,TERRA MOTORS INDIA PVT LTD,2019,3545
LMV,TERRA MOTORS INDIA PVT LTD,2019,1
3W,THE COMMERCIAL MOTORS LIMITED,2019,32
LMV,THE COMMERCIAL MOTORS LIMITED,2019,1
3W,THE COMMERCIAL MOTORS PVT LTD,2019,0
2W,THUKRAL ELECTRIC BIKES PVT LTD,2019,0
3W,THUKRAL ELECTRIC BIKES PVT LTD,2019,3303
3W,TI CLEAN MOBILITY PVT LTD,2019,0
3W,TOP TEAM MACHINES PVT LTD,2019,1103
2W,TORK MOTORS PVT LTD,2019,0
3W,TOYOTA KIRLOSKAR MOTOR PVT LTD,2019,0
LMV,TOYOTA KIRLOSKAR MOTOR PVT LTD,2019,3
LMV,TOYOTA MATERIAL HANDLING INDIA PVT LTD,2019,1
3W,TRANSVAHAN TECHNOLOGIES INDIA PVT LTD,2019,9
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2019,0
3W,TRISHIKA INDUSTRIES,2019,108
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2019,61
3W,TRUZ INDUSTRIES,2019,6
3W,TSM ENGINEERING PVT LTD,2019,26
3W,TSR TRADE COM,2019,10
3W,TUFAN MOTORS PVT LTD,2019,208
2W,TUNWAL E MOTORS PVT LTD,2019,0
2W,TVS MOTOR COMPANY LTD,2019,30
3W,TVS MOTOR COMPANY LTD,2019,0
3W,TWASHTRE AUTOMOTIVE PVT LTD,2019,19
3W,TWINKLE TRADCOM PVT LTD,2019,448
3W,TWO FRIENDS AUTO ELECTRIC CO,2019,368
2W,TYST DRIVE INDIA PVT LTD,2019,0
3W,U P TELELINKS LTD,2019,4
3W,U V MOTORS INDIA PVT LTD,2019,34
3W,U.P. TELELINKS LIMITED,2019,656
LMV,U.P. TELELINKS LIMITED,2019,0
2W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2019,0
3W,UMA  AUTO INDUSTRIES PVT. LTD,2019,41
3W,UMA AUTO INDUSTRIES PVT LTD,2019,1
3W,UMA MOTORS,2019,99
3W,UNIC,2019,0
3W,UNICORN DIGITAL SYSTEMS PVT LTD,2019,1
3W,UNIQUE AUTO ELECTRIC,2019,0
3W,UNIQUE ENTERPRISES,2019,313
3W,UNIQUE INTERNATIONAL,2019,2125
LMV,UNIQUE INTERNATIONAL,2019,0
3W,UNITED AUTO TRACTORS LTD      ,2019,0
3W,UNITED TRANSMOVERS PVT LTD,2019,788
3W,UNIVERSAL LTD,2019,0
3W,URWASHI ENTERPRISES,2019,0
3W,USHASONS AUTO COMPONENTS,2019,0
3W,V V A ELECTRIC VEHICLE,2019,0
3W,V.T. ENGINEERING,2019,197
3W,V.T.ENGINEERING,2019,0
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2019,103
3W,VAHAK FUTURE SOLUTIONS LLP,2019,0
3W,VANI ELECTRIC VEHICLES PVT LTD,2019,3217
3W,VARIOUS INNOVATIVE SYSTEMS HYBRID NANO UTILITIES,2019,4
3W,VAUXHALL MOTORS LTD,2019,0
3W,VE COMMERCIAL VEHICLES LTD,2019,0
LMV,VE COMMERCIAL VEHICLES LTD,2019,0
MMV,VE COMMERCIAL VEHICLES LTD,2019,0
3W,VEANCO AUTOMOTIVES PVT LTD,2019,0
LMV,VEANCO AUTOMOTIVES PVT LTD,2019,0
3W,VEECTERO E VEHICLES LLP,2019,38
MMV,VEERA VAHANA UDYOG PRIVATE LIMITED,2019,0
3W,VEHICLE FACTORY JABALPUR,2019,0
3W,VENUS AUTO INDUSTRIES         ,2019,0
3W,VENUS AUTO WHEELS PVT LTD,2019,306
3W,VGLAN BUILDCON PRIVATE LIMITED,2019,39
3W,VGLAN BUILDCON PVT LTD,2019,0
LMV,VGLAN BUILDCON PVT LTD,2019,0
3W,VIBGYOR  VEHICLES LIMITED,2019,0
3W,VICTOR AGRO INDUSTRIES,2019,0
LMV,VICTOR AGRO INDUSTRIES,2019,0
3W,VICTORIA E VEHICLES PVT. LTD,2019,15
3W,VICTORY ELECTRIC INTERNATIONAL,2019,1971
LMV,VICTORY ELECTRIC INTERNATIONAL,2019,1
3W,VIJAYA ELECTRIC AUTO PVT LTD,2019,0
3W,VIJAYALAKSHIMI ENGG WORKS,2019,0
3W,VIJAYS COOLMAX PRIVATE LIMITED,2019,0
3W,VIJAYSHREE AUTOCOM LIMITED,2019,0
3W,VIJEX STEEL FABRICATION,2019,0
3W,VIMAL UNIVERSAL TRADE PVT LTD,2019,183
LMV,VINAYAK INDUSTRIES,2019,0
3W,VINCI INDUSTRIAL CORPORATION,2019,16
2W,VINTAGE VEHICLES,2019,0
3W,VISHAL ENTERPRISES,2019,0
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2019,0
3W,VISHWAKARMA GNG INDUSTRY,2019,30
3W,VISHWARUP ENTERPRISE,2019,4
LMV,VISHWAS TRAILER WELD WORK,2019,0
3W,VITAN JAGADA AUTOMOBILE PVT LTD,2019,0
3W,VOLKSWAGEN INDIA PVT LTD,2019,0
LMV,VOLKSWAGEN INDIA PVT LTD,2019,0
3W,VOLMAC ENGINEERING PVT LTD,2019,16
3W,VOLTAIC INDUSTRIES PVT LTD,2019,5
LMV,VOLTAS LIMITED,2019,0
LMV,VOLVO AUTO INDIA PVT LTD,2019,0
3W,VORC MOTORS PVT LTD,2019,0
3W,VRINDA ENTERPRISES,2019,290
3W,VSL INDUSTRIES,2019,0
3W,VVA AUTO INDUSTRIES PVT LTD,2019,0
2W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2019,0
3W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2019,0
LMV,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2019,0
2W,WARIVO MOTOR INDIA PVT LTD,2019,0
3W,WASAN E-MOBILITY SOLUTIONS PVT LTD,2019,0
3W,WELCOME E RICKSHAW,2019,0
3W,WELKIN HEALTHCARE PVT LTD,2019,67
2W,WHITE CARBON MOTORS PVT LTD,2019,0
MMV,WIRTGEN INDIA PVT LTD,2019,0
3W,WOX COOLERS PVT LTD,2019,17
2W,WUXI DONGMA (IMPORTER: DYNAM PRECISION),2019,0
2W,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),2019,0
2W,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),2019,0
2W,WUXI NOOMA (IMPORTER: KKL HITECH EV),2019,0
2W,WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),2019,0
2W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2019,0
3W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2019,0
2W,WUXI SAIGE (IMPORTER: ELECTRO-TECH),2019,0
2W,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),2019,0
2W,WUXI SAIGE (IMPORTER: NGAGE IMPEX),2019,0
2W,WUXI SAIGE (IMPORTER: WARIVO MOTOR),2019,0
2W,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),2019,0
2W,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),2019,0
2W,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),2019,0
2W,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),2019,0
2W,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),2019,0
2W,WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),2019,0
2W,WUXI TENGHUI (IMPORTER: FEZORA INDIA),2019,0
2W,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),2019,0
2W,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),2019,0
2W,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),2019,0
2W,WUXI TENGHUI (IMPORTER: JAIDKA POWER),2019,0
2W,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),2019,0
2W,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),2019,0
2W,WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),2019,0
2W,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),2019,0
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),2019,0
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),2019,0
2W,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),2019,0
3W,XPLORE AUTOMOTIVE PVT LTD,2019,0
3W,XXPLORE AUTOMATIVE PVT LTD,2019,11
3W,XXPLORE AUTOMOTIVE PVT. LIMITED,2019,129
3W,Y.C.ELECTRIC VEHICLE,2019,1
3W,YAARI AUTOMOBILES PVT LTD,2019,29
2W,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),2019,0
2W,YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),2019,0
2W,YANGGUANG LINGMU (IMPORTER: ECOINDIA),2019,0
2W,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),2019,0
2W,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),2019,0
2W,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),2019,0
3W,YC ELECTRIC VEHICLE,2019,13213
LMV,YC ELECTRIC VEHICLE,2019,2
3W,YC ELECTRIC VEHICLE PVT LTD,2019,24
3W,YEZDI MOTORS LTD,2019,0
2W,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),2019,0
2W,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),2019,0
2W,YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),2019,0
2W,YOUYAKU ELECTRIC (IMPORTER: SMOBILITY EV),2019,0
2W,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),2019,0
2W,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),2019,0
2W,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),2019,0
2W,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),2019,0
2W,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),2019,0
3W,YUVRAJ INTERNATIONAL,2019,31
LMV,YUVRAJ INTERNATIONAL,2019,0
2W,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),2019,0
2W,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2019,0
3W,ZBEE INDIA PVT LTD,2019,2
3W,ZENIAK INNOVATION INDIA LTD,2019,1621
LMV,ZENIAK INNOVATION INDIA LTD,2019,0
3W,ZENTHIUM EV PVT LTD,2019,0
3W,ZEOPLUS AXIS INDIA PVT. LTD.,2019,0
3W,ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,2019,0
3W,ZESAR MOTORS PVT LTD,2019,12
2W,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),2019,0
2W,ZHEJIANG TIANYING  (IMPORTER: NEWTRON ELECTRIC),2019,0
2W,ZHONGHUALONG (IMPORTER: POWORO PVT LTD),2019,0
2W,ZHONGXING (IMPORTER:GREENO AUTOMOBILE),2019,0
3W,ZOHAN TRADERS AND BIG METRO,2019,0
3W,"""VOLVO GROUP INDIA PVT LTD""",2020,0
3W,3EV INDUSTRIES PVT LTD,2020,0
2W,3GB TECHNOLOGY PVT LTD,2020,0
3W,3GB TECHNOLOGY PVT LTD,2020,0
3W,3S INDUSTRIES PRIVATE LIMITED,2020,66
LMV,3S INDUSTRIES PRIVATE LIMITED,2020,1
3W,A B EXCAVATORS & EARTHMOVER LTD,2020,0
3W,A D AGRO WORKS,2020,0
3W,A K AUTTO ELECTRICAL,2020,1
3W,A K GUPTA & CO.,2020,195
3W,A P I MOTORS PVT LTD,2020,14
LMV,A R T WELDING WORKS,2020,0
3W,A. K. AUTTO ELECTRICAL,2020,1
3W,A.J ENTERPRISES,2020,0
3W,A.K.AUTO ELECTRICAL,2020,0
3W,A.R. MOTOR,2020,0
3W,A.V.AUTOMOTIVES PVT LTD,2020,256
2W,A-1 SUREJA INDUSTRIES,2020,0
3W,A3T INCORPORTED,2020,3
LMV,A3T INCORPORTED,2020,0
3W,AADHYA ENTERPRISES,2020,4
LMV,AADHYA ENTERPRISES,2020,1
3W,AADITYA EMOTORS INDIA PVT LTD,2020,0
LMV,AADITYA EMOTORS INDIA PVT LTD,2020,0
3W,AADITYA GARBAGE PRODUCTS PVT LTD,2020,0
LMV,AADITYA GARBAGE PRODUCTS PVT LTD,2020,0
3W,AAHANA COMMERCE PVT LTD,2020,61
3W,AAKK AUTO PVT LTD,2020,0
3W,AARGEE ELECTRIC,2020,0
3W,AASHI INDIA AUTOMOBILES PVT LTD,2020,0
3W,ABHAVIS TECHNOLOGY (I) PVT LTD,2020,0
LMV,ABIRAMI ENGINEERING WORKS,2020,0
2W,ABZO MOTORS PVT LTD,2020,0
3W,ACCRETION POWER AUTOS,2020,111
2W,ACTION CONSTRUCTION EQUIPMENT LTD.,2020,0
3W,ACTION CONSTRUCTION EQUIPMENT LTD.,2020,0
LMV,ACTION CONSTRUCTION EQUIPMENT LTD.,2020,0
3W,ADAPT MOTORS PVT LTD,2020,2
LMV,ADAPT MOTORS PVT LTD,2020,0
3W,ADIDEV TECHNOA PVT LTD,2020,14
3W,ADITYA AGRO INDUSTRIES,2020,0
3W,ADITYA ENTERPRISES,2020,0
3W,ADITYA SAI INDUSTRIES,2020,75
LMV,ADITYA SAI INDUSTRIES,2020,0
3W,ADM TECHNOLOGIES PVT. LTD.,2020,0
2W,ADRIS ELECTRIC PVT LTD,2020,0
2W,AFTEK MOTORS INDIA PVT LTD,2020,1
3W,AGRASEN ENGINEERING WORKS,2020,0
3W,AGRAWAL RENEWABLE ENERGY PVT LTD,2020,2
3W,AGRO INDUSTRIES,2020,0
LMV,AHITESHAM AGRO ENGINEERING,2020,0
2W,AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,2020,0
3W,AJAY MOTORS PRIVATE LIMITED,2020,0
3W,AKASH AGRO INDUSTRIES,2020,0
LMV,AKASH TRAILOR,2020,0
3W,AKG INTERNATIONAL,2020,0
3W,AKSMD RECHARGEABLE VEHICLES PVT LTD,2020,0
3W,ALBEDO VISION PVT LTD,2020,15
MMV,ALL TERRAIN CRANE,2020,0
3W,ALLENTTI MOTORS PVT LTD,2020,0
3W,ALLFINE INDUSTRIES PVT LTD,2020,1180
LMV,ALLFINE INDUSTRIES PVT LTD,2020,0
3W,ALTIER ELECTRIC VEHICLES PVT LTD,2020,308
LMV,ALTIER ELECTRIC VEHICLES PVT LTD,2020,0
3W,ALTIGREEN PROPULSION LABS PVT LTD,2020,3
LMV,ALTIGREEN PROPULSION LABS PVT LTD,2020,0
2W,ALTIUS EV TECH PVT LTD,2020,0
3W,ALTIUS TECHNOLOGIES,2020,30
3W,AL-ZAHOOR  CO,2020,0
3W,AMAN AUTOMOBILES,2020,22
3W,AMAN ELECTRIC VEHICLES,2020,15
3W,AMAR COACH BUILDERS,2020,0
3W,AMBIKA ENTERPRISES,2020,25
3W,AMBIKA INDUSTRIES,2020,656
LMV,AMMAN ENGINEERING COMPANY,2020,0
2W,AMO MOBILITY SOLUTIONS PVT LTD,2020,0
2W,AMPERE VEHICLES PRIVATE LIMITED,2020,4522
2W,AMPERE VEHICLES PVT LTD,2020,153
3W,AMPERE VEHICLES PVT LTD,2020,0
3W,AMW MOTORS LIMITED,2020,0
LMV,ANBU TRAILERS,2020,0
2W,ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2020,0
2W,ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2020,0
2W,ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2020,0
2W,ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),2020,0
2W,ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),2020,0
3W,ANJALI AUTO COMPONENTS,2020,23
3W,ANJALI ENTERPRISES,2020,0
3W,ANJALI TRADERS,2020,122
LMV,ANJALI TRADERS,2020,0
3W,ANKUSH AUTO DEALS,2020,51
3W,ANOOP CYLINDERS PVT LTD,2020,0
LMV,ANTONY TRAILORS,2020,0
3W,APARNA AGRICO,2020,0
3W,APARNA INDUSTRIES,2020,83
3W,API MOTORS PVT LTD,2020,0
3W,APM AUTO SALES,2020,119
3W,APSARA ENTERPRISE,2020,191
LMV,ARASAN AND CO.,2020,0
LMV,ARBUDA TRAILER,2020,0
3W,ARCHIT ENTERPRISES,2020,110
3W,ARD EXIM,2020,14
LMV,ARD EXIM,2020,0
3W,ARIHANT ENTERPRISE,2020,0
3W,ARIHANT ENTERPRISES,2020,0
3W,ARMAN GREEN VEHICLES PVT LTD,2020,41
3W,ARNA ELECTRIC AUTO PVT LTD,2020,185
3W,ARROW AUTOMOTIVE,2020,825
LMV,ARROW AUTOMOTIVE,2020,0
3W,ASAV AUTOMOTIVE PVT LTD,2020,0
3W,ASHA IMPEX,2020,7
3W,ASHLESHA POWER CONTROLS PVT LTD,2020,0
3W,ASHMA-MOTORS PVT LTD,2020,0
3W,ASHOK LEYLAND LTD,2020,0
LMV,ASHOK LEYLAND LTD,2020,0
3W,ASHWA ELECTRIC,2020,4
3W,ASIA BODY BUILDERS & MANUFACTURERS,2020,0
3W,ASTER AUTOMOTIVE PVT LTD,2020,0
2W,ATHER ENERGY PVT LTD,2020,3052
3W,ATLAS COPCO INDIA LTD,2020,0
2W,ATOMEX E-MOTORS INDIA PVT LTD,2020,2
3W,ATR TECHNOSALES PRIVATE LIMITED,2020,0
3W,ATTOLENT AUTO GROUP PVT LTD,2020,176
3W,ATTOLENT AUTOGROUP PVT LTD,2020,12
3W,ATUL AUTO LTD,2020,438
LMV,ATUL AUTO LTD,2020,0
3W,ATUL GREENTECH PRIVATE LIMITED,2020,0
2W,ATUMOBILE PVT LTD,2020,0
3W,ATUT SANGAM,2020,204
LMV,AUDI AG,2020,0
3W,AUTOCROLA INDIA LTD,2020,0
3W,AUTOECO GREEN ENERGY PVT LTD,2020,0
3W,AUTOHAUS PRIVATE LIMITED,2020,124
3W,AUTOLITE (INDIA) LIMITED,2020,328
3W,AVL ELECTRIC VEHICLES PVT LTD,2020,517
LMV,AVL ELECTRIC VEHICLES PVT LTD,2020,0
3W,AVON CYCLE LTD INDIA,2020,3
2W,AVON CYCLES LTD,2020,0
3W,AVON CYCLES LTD,2020,366
LMV,AVON CYCLES LTD,2020,1
3W,AXCEED INDUSTRIES (OPC) PVT LTD,2020,0
2W,AYAAN ELECTRONIC PVT LTD,2020,2
3W,B24 ROKET EV,2020,0
3W,BABA E RICKSHAW & C BATTERIES,2020,0
3W,BABA E-VEHICLES,2020,92
3W,BAFNA AUTO CARS I PVT.LTD.,2020,0
3W,BAGHWAN RIKSHAW UDYOG,2020,3
2W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),2020,0
2W,BAJAJ AUTO LTD,2020,1243
3W,BAJAJ AUTO LTD,2020,19
LMV,BAJAJ AUTO LTD,2020,0
3W,BAJAJ IMPLEMENTS PVT LTD,2020,0
3W,BAJAJ IMPLEMENTS PVT. LTD,2020,70
3W,BAJAJ TEMPO LIMITED,2020,0
3W,BAL GOPAL WHEELS PVT LTD,2020,31
LMV,BAL GOPAL WHEELS PVT LTD,2020,0
3W,BALAJI TRADING COMPANY,2020,0
LMV,BALAMURUGAN ENGINEERING WORKS,2020,0
3W,BALAN ENGINEERING PVT LTD,2020,0
3W,BALI AUTO INDUSTRIES,2020,178
3W,"BASUDEB ENGINEERING, CUTTACK",2020,0
3W,BATTERY RICKSHAW SANGH,2020,0
2W,BATTRE ELECTRIC MOBLITY PVT LTD,2020,0
3W,BAXY LTD,2020,0
3W,BENGAL MOTORS,2020,0
2W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2020,567
3W,BENTINCK INDUSTRIES PVT. LTD.,2020,77
2W,BENTLEY MOTORS LIMITED,2020,0
3W,BEST WAY AGENCIES PVT LTD,2020,2155
3W,BESTWAY AGENCIES PVT LTD,2020,50
3W,BESTWAY BANARASH,2020,15
2W,BGAUSS AUTO PRIVATE LIMITED,2020,0
3W,BHADAURIA ENTERPRISES,2020,0
3W,BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,2020,0
3W,BHAVE ELECTRIC VEHICLES PVT LTD,2020,122
3W,BHM INDUSTRIES,2020,23
3W,BIG BULL TRADER PVT LTD,2020,460
LMV,BIG BULL TRADER PVT LTD,2020,0
3W,BIJNOR ENTERPRISES,2020,4
LMV,BILAL TRAILORS,2020,0
2W,BLIX CYCLES AND E-VEHICLES PVT LTD,2020,0
LMV,BMW INDIA PVT LTD,2020,0
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2020,0
2W,BOUNCE ELECTRIC 1 PVT LTD,2020,0
3W,BRIGHT AUTOZONE PVT LTD,2020,413
3W,BRIGHT METAL WORKS,2020,9
2W,BSA MOTORS,2020,0
3W,BSERAIL ENGINEERING PVT LTD,2020,0
3W,BULL MACHINES PVT LTD,2020,0
LMV,BYD AUTO,2020,0
LMV,BYD INDIA PRIVATE LIMITED,2020,0
3W,C M OVERSEAS,2020,17
3W,CAPARO AUTOTECH LIMITED,2020,0
LMV,CAPARO AUTOTECH LIMITED,2020,0
3W,CAPARO AUTOTECH LTD,2020,0
3W,CAPCO INDUSTRIES PVT LTD,2020,0
LMV,CAPCO INDUSTRIES PVT LTD,2020,0
3W,CARREE YUNUS VEHICLE PVT LTD,2020,0
3W,CART INDIA,2020,99
3W,CASE EQUIPMENT PRIVATE LTD,2020,0
3W,CATERPILLAR INDIA PRIVATE LIMITED,2020,0
3W,CEEON INDIA,2020,263
3W,CELLETRON MOTOR WORKS,2020,6
3W,CENTURY MOTORS PVT LTD,2020,0
3W,CHAMPION POLY PLAST,2020,2741
LMV,CHAMPION POLY PLAST,2020,0
3W,CHANDAKE-AUTOMOBILES LLP,2020,0
2W,CHANDANA CORPORATION,2020,0
3W,CHANGZHOU YEFEND VEHICLE CO,2020,0
3W,CHARUVIKRAM AUTOMOBILE PVT LTD,2020,56
3W,CHATELEC VEHICLES INDIA LTD,2020,0
LMV,CHATELEC VEHICLES INDIA LTD,2020,0
3W,CHAUHAN AUTO INDUSTRIES,2020,86
3W,CHEHAK BATTERIES,2020,48
2W,CHETAK TECHNOLOGY LIMITED,2020,0
3W,CHEVROLET SALES INDIA PVT LTD,2020,0
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2020,0
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2020,0
3W,CHIRAG ENTERPRISES,2020,0
2W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,2020,0
2W,CHONGQING YU AN GROUP,2020,0
3W,CITADEL ENTERPRISES(OPC) PVT LTD,2020,26
3W,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2020,292
3W,CLAAS INDIA P LTD,2020,0
3W,CLENERGY INNOVATIONS PVT LTD,2020,0
